,Unnamed: 0,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
60,67012850,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
61,43059839,45,0,6e-06,0,0,6,0,8,2,80,0,0,1
62,74774523,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
63,65797702,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
64,80353206,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
65,73138896,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
66,86563165,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
67,32888827,5,0,4e-06,0,0,6,0,8,2,80,0,0,1
68,79316586,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
69,85237264,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
70,49802191,45,0,3e-06,0,0,6,0,8,2,80,0,0,1
71,68769106,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
72,65803500,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
73,87832073,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
74,70173316,1,0,0.000238,0,0,6,0,8,2,80,0,0,1
75,75497074,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
76,84522133,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
77,62322219,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
78,63308338,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
79,78335098,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
80,84245617,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
81,32698519,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
82,82430546,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
83,75760942,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
84,52628689,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
85,87862829,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
86,32691430,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
87,25728140,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
88,68648316,45,0,0.000253,0,0,6,0,8,4,160,0,0,1
89,35018203,45,0,6e-06,0,0,6,0,8,2,80,0,0,1
90,50834283,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
91,49753137,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
92,33303074,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
93,368378,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
94,67316714,45,0,6e-06,0,0,6,0,8,2,80,0,0,1
95,89282269,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
96,86405415,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
97,77242649,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
98,7568344,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
99,6305744,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
100,6852209,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
101,34991177,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
102,80031091,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
103,75127679,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
104,83760932,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
105,72893091,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
106,84035909,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
107,87362342,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
108,72770272,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
109,81110136,21,0,2e-06,0,0,6,0,8,2,80,0,0,1
110,18582505,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
111,21484993,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
112,76193236,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
113,68474425,45,0,8e-06,0,0,6,0,8,4,160,0,0,1
114,80840107,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
115,66262417,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
116,68074045,45,0,0.000254,0,0,6,0,8,4,160,0,0,1
117,73351022,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
118,66279442,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
119,72868944,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
120,81712960,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
121,66301616,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
122,87121448,21,0,1e-06,0,0,6,0,8,2,80,0,0,1
123,29207391,44,0,5e-06,0,0,6,0,8,2,80,0,0,1
124,72033010,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
125,6640716,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
126,28734070,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
127,69219687,45,0,0.000255,0,0,6,0,8,4,160,0,0,1
128,86587668,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
129,70591708,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
130,61434624,1,0,4e-06,0,0,6,0,8,2,120,0,0,1
131,2795151,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
132,77248870,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
133,78644221,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
134,72646361,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
135,87219755,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
136,22534566,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
137,77959186,21,0,3e-06,0,0,6,0,8,2,80,0,0,1
138,74503977,21,0,2e-06,0,0,6,0,8,2,80,0,0,1
139,20451261,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
140,78429480,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
141,7103057,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
142,11157245,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
143,3830552,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
144,73052337,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
145,29751755,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
146,13849335,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
147,66380866,45,0,0.000245,0,0,6,0,8,2,80,0,0,1
148,7476157,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
149,52810833,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
150,45154307,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
151,85080796,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
152,39025236,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
153,73862302,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
154,6042298,45,0,0.000232,0,0,6,0,8,2,80,0,0,1
155,3922310,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
156,5273556,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
157,42994478,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
158,43430931,5,0,3e-06,0,0,6,0,8,2,80,0,0,1
159,86834579,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
160,81040927,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
161,63273333,1,0,3.15649,0,0,6,0,8,6,360,0,0,1
162,88959234,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
163,51170059,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
164,36146267,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
165,66233563,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
166,89553523,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
167,76398445,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
168,53657576,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
169,80671746,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
170,6070196,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
171,79227043,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
172,37552870,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
173,79538497,21,0,5e-06,0,0,6,0,8,2,80,0,0,1
174,81452020,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
175,32516657,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
176,22682029,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
177,85664017,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
178,19977462,5,0,4e-06,0,0,6,0,8,2,80,0,0,1
179,62313901,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
180,53063550,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
181,86354364,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
182,83485329,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
183,15671791,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
184,71986431,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
185,10402867,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
186,45769236,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
187,64870082,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
188,65678963,45,0,0.000257999,0,0,6,0,8,6,240,0,0,1
189,20896148,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
190,41829245,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
191,86453076,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
192,61403555,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
193,78976925,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
194,29781906,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
195,20358928,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
196,67196206,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
197,22933546,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
198,63329648,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
199,2767061,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
200,49121030,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
201,27537430,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
202,18825357,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
203,72834569,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
204,83734220,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
205,518144,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
206,76432142,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
207,44322602,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
208,75349928,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
209,18063901,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
210,83831959,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
211,37024560,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
212,14257414,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
213,34866139,5,0,3e-06,0,0,6,0,8,2,80,0,0,1
214,1349997,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
215,79583421,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
216,35071650,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
217,80743650,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
218,6394464,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
219,63180307,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
220,25878496,5,0,4e-06,0,0,6,0,8,2,80,0,0,1
221,8310743,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
222,5653893,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
223,86901934,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
224,951405,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
225,52448323,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
226,29525034,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
227,75487733,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
228,83116261,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
229,36609277,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
230,87289340,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
231,86958072,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
232,87205764,21,0,2e-06,0,0,6,0,8,2,80,0,0,1
233,3276309,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
234,51557705,5,0,3e-06,0,0,6,0,8,2,80,0,0,1
235,68514553,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
236,75702442,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
237,27547821,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
238,65167641,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
239,10673423,45,0,0.000236,0,0,6,0,8,2,80,0,0,1
240,83854106,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
241,34656817,5,0,4e-06,0,0,6,0,8,2,80,0,0,1
242,22821568,5,0,3e-06,0,0,6,0,8,2,80,0,0,1
243,73036883,1,0,0.000234,0,0,6,0,8,2,80,0,0,1
244,71196113,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
245,45081205,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
246,23658579,45,0,0.000232,0,0,6,0,8,2,80,0,0,1
247,23023533,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
248,20011173,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
249,65535347,45,0,0.000255,0,0,6,0,8,4,160,0,0,1
250,38024289,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
251,33026532,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
252,82308211,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
253,86400986,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
254,87757446,21,0,2e-06,0,0,6,0,8,2,80,0,0,1
255,18669811,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
256,82493280,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
257,25746172,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
258,14904179,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
259,74008817,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
260,68431168,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
261,67498077,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
262,7074074,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
263,85749350,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
264,53494909,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
265,72793157,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
266,66273930,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
267,18592087,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
268,63109510,1,0,3.114994,0,0,6,0,8,6,360,0,0,1
269,77133187,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
270,63652600,1,0,0.000207,0,0,6,0,8,2,120,0,0,1
271,66423112,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
272,43371962,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
273,81828804,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
274,25444074,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
275,29004445,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
276,43489993,5,0,1e-06,0,0,6,0,8,2,80,0,0,1
277,83259739,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
278,76376128,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
279,53970534,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
280,46018008,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
281,85500325,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
282,81615960,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
283,563549,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
284,69181958,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
285,19333555,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
286,8140579,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
287,84246829,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
288,84461163,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
289,78406825,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
290,61759285,1,0,3.097731,0,0,6,0,8,6,360,0,0,1
291,69283516,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
292,62290920,1,0,3.138724,0,0,6,0,8,6,360,0,0,1
293,81821185,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
294,19441743,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
295,81593358,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
296,61541197,1,0,3.098499,0,0,6,0,8,6,360,0,0,1
297,21460624,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
298,1136200,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
299,77408872,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
300,12502153,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
301,43828164,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
302,61880677,1,0,3.094748,0,0,6,0,8,6,360,0,0,1
303,69457944,45,0,0.000504,0,0,6,0,8,6,240,0,0,1
304,67562420,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
305,84390339,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
306,43685372,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
307,20607080,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
308,2896346,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
309,77642329,1,0,5e-06,0,0,6,0,8,2,80,0,0,1
310,30229029,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
311,83818621,1,0,4e-06,0,0,6,0,8,2,80,0,0,1
312,62179375,1,0,3.149207,0,0,6,0,8,6,360,0,0,1
313,70106797,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
314,66674639,45,0,0.000254,0,0,6,0,8,4,160,0,0,1
315,27437261,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
316,61953355,1,0,3e-06,0,0,6,0,8,2,120,0,0,1
317,77702176,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
318,19551698,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
319,21344270,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
320,3073730,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
321,69677902,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
322,87866159,21,0,2e-06,0,0,6,0,8,2,80,0,0,1
323,77617596,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
324,89517955,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
325,74662519,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
326,71645702,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
327,82863223,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
328,78827417,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
329,5827910,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
330,87472392,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
331,80300117,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
332,74854837,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
333,7873102,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
334,62540471,1,0,3.122957,0,0,6,0,8,6,360,0,0,1
335,42195536,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
336,73054998,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
337,83027862,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
338,75709635,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
339,32438644,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
340,23292903,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
341,84765515,1,0,1e-06,0,0,6,0,8,2,80,0,0,1
342,85382510,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
343,23243432,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
344,51223558,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
345,44206700,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
346,1463548,45,0,1e-06,0,0,6,0,8,2,80,0,0,1
347,63082451,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
348,9432464,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
349,19936453,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
350,16462367,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
351,15505637,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
352,45926680,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
353,53968847,44,0,2e-06,0,0,6,0,8,2,80,0,0,1
354,80681508,1,0,6e-06,0,0,6,0,8,2,80,0,0,1
355,75993078,21,0,2e-06,0,0,6,0,8,2,80,0,0,1
356,1240597,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
357,13346742,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
358,71095516,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
359,65984547,45,0,0.000243,0,0,6,0,8,2,80,0,0,1
360,62867156,1,0,3.126460999,0,0,6,0,8,6,360,0,0,1
361,13898793,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
362,21092127,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
363,68500549,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
364,51351164,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
365,83529901,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
366,88505267,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
367,40510717,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
368,67661933,45,0,0.000255,0,0,6,0,8,4,160,0,0,1
369,26989374,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
370,63386814,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
371,5915307,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
372,68871803,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
373,74931376,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
374,61286685,1,0,3.159721,0,0,6,0,8,6,360,0,0,1
375,89226235,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
376,65146450,45,0,0.000256,0,0,6,0,8,4,160,0,0,1
377,66076548,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
378,75921080,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
379,33473511,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
380,65251157,45,0,5e-06,0,0,6,0,8,2,80,0,0,1
381,43236483,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
382,12349499,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
383,50149115,45,0,4e-06,0,0,6,0,8,2,80,0,0,1
384,10280395,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
385,63959576,1,0,2e-06,0,0,6,0,8,2,120,0,0,1
386,30216853,5,0,4e-06,0,0,6,0,8,2,80,0,0,1
387,27462924,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
388,18840147,45,0,2e-06,0,0,6,0,8,2,80,0,0,1
389,67929081,45,0,9e-06,0,0,6,0,8,4,160,0,0,1
390,49268657,5,0,2e-06,0,0,6,0,8,2,80,0,0,1
391,78946374,1,0,2e-06,0,0,6,0,8,2,80,0,0,1
392,32340496,5,0,5e-06,0,0,6,0,8,2,80,0,0,1
393,87855053,21,0,6e-06,0,0,6,0,8,2,80,0,0,1
394,85424772,21,0,3e-06,0,0,6,0,8,2,80,0,0,1
