,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
22534566,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
77959186,2323,tcp,0 days 00:00:00.000003,0,0,S0,0,S,2,80,0,0,Malicious
74503977,2323,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
20451261,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
78429480,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
7103057,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
11157245,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
3830552,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
73052337,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
29751755,80,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
13849335,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
66380866,8081,tcp,0 days 00:00:00.000245,0,0,S0,0,S,2,80,0,0,Malicious
7476157,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
52810833,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
45154307,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
85080796,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
39025236,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
73862302,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
6042298,8081,tcp,0 days 00:00:00.000232,0,0,S0,0,S,2,80,0,0,Malicious
3922310,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
5273556,8080,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
42994478,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
43430931,80,tcp,0 days 00:00:00.000003,0,0,S0,0,S,2,80,0,0,Malicious
86834579,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
81040927,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
63273333,23,tcp,0 days 00:00:03.156490,0,0,S0,0,S,6,360,0,0,Malicious
88959234,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
51170059,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
36146267,8080,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
66233563,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
89553523,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
76398445,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
53657576,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
80671746,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
6070196,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
79227043,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
37552870,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
79538497,2323,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
81452020,23,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
32516657,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
22682029,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
85664017,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
19977462,80,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
62313901,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,120,0,0,Malicious
53063550,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
86354364,23,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
83485329,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
15671791,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
71986431,23,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
10402867,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
45769236,80,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
64870082,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
65678963,8081,tcp,0 days 00:00:00.000257999,0,0,S0,0,S,6,240,0,0,Malicious
20896148,8080,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
41829245,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
86453076,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
61403555,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,120,0,0,Malicious
78976925,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
29781906,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
20358928,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
67196206,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
22933546,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
63329648,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,120,0,0,Malicious
2767061,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
49121030,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
27537430,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
18825357,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
72834569,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
83734220,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
518144,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
76432142,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
44322602,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
75349928,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
18063901,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
83831959,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
37024560,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
14257414,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
34866139,80,tcp,0 days 00:00:00.000003,0,0,S0,0,S,2,80,0,0,Malicious
1349997,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
79583421,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
35071650,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
80743650,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
6394464,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
63180307,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,120,0,0,Malicious
25878496,80,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
8310743,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
5653893,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
86901934,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
951405,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
52448323,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
29525034,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
75487733,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
83116261,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
36609277,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
87289340,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
86958072,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
87205764,2323,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
3276309,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
51557705,80,tcp,0 days 00:00:00.000003,0,0,S0,0,S,2,80,0,0,Malicious
68514553,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
75702442,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
27547821,80,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
65167641,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
10673423,8081,tcp,0 days 00:00:00.000236,0,0,S0,0,S,2,80,0,0,Malicious
83854106,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
34656817,80,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
22821568,80,tcp,0 days 00:00:00.000003,0,0,S0,0,S,2,80,0,0,Malicious
73036883,23,tcp,0 days 00:00:00.000234,0,0,S0,0,S,2,80,0,0,Malicious
71196113,23,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
45081205,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
23658579,8081,tcp,0 days 00:00:00.000232,0,0,S0,0,S,2,80,0,0,Malicious
23023533,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
20011173,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
65535347,8081,tcp,0 days 00:00:00.000255,0,0,S0,0,S,4,160,0,0,Malicious
38024289,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
33026532,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
82308211,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
86400986,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
87757446,2323,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
18669811,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
82493280,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
25746172,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
14904179,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
74008817,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
68431168,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
67498077,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
7074074,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
85749350,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
53494909,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
72793157,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
66273930,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
18592087,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
63109510,23,tcp,0 days 00:00:03.114994,0,0,S0,0,S,6,360,0,0,Malicious
77133187,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
63652600,23,tcp,0 days 00:00:00.000207,0,0,S0,0,S,2,120,0,0,Malicious
66423112,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
43371962,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
81828804,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
25444074,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
29004445,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
43489993,80,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
83259739,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
76376128,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
53970534,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
46018008,8081,tcp,0 days 00:00:00.000001,0,0,S0,0,S,2,80,0,0,Malicious
85500325,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
81615960,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
563549,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
69181958,8081,tcp,0 days 00:00:00.000005,0,0,S0,0,S,2,80,0,0,Malicious
19333555,8081,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
8140579,80,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
84246829,23,tcp,0 days 00:00:00.000006,0,0,S0,0,S,2,80,0,0,Malicious
84461163,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
78406825,23,tcp,0 days 00:00:00.000002,0,0,S0,0,S,2,80,0,0,Malicious
61759285,23,tcp,0 days 00:00:03.097731,0,0,S0,0,S,6,360,0,0,Malicious
69283516,8081,tcp,0 days 00:00:00.000004,0,0,S0,0,S,2,80,0,0,Malicious
